title,authors,abstract,url,keywords,category,citations,publication
Optimizing the frequency positioning of tunable couplers in a circuit QED processor to mitigate spectator effects on quantum operations,"S. Vall?s-Sanclemente, T. H. F. Vroomans, T. R. van Abswoude, F. Brulleman, T. Stavenga, S. L. M. van der Meer, Y. Xin, A. Lawrence, V. Singh, M. A. Rol, L. DiCarlo","We experimentally optimize the frequency of flux-tunable couplers in a superconducting quantum processor to minimize the impact of spectator transmons during quantum operations (single-qubit gates, two-qubit gates and readout) on other transmons. We adapt a popular transmon-like tunable-coupling element, achieving high-fidelity, low-leakage controlled-$Z$ gates with unipolar, fast-adiabatic pulsing only on the coupler. We demonstrate the ability of the tunable coupler to null residual $ZZ$ coupling as well as exchange couplings in the one- and two-excitation manifolds. However, the nulling of these coherent interactions is not simultaneous, prompting the exploration of tradeoffs. We present experiments pinpointing spectator effects on specific quantum operations. We also study the combined effect on the three types of operations using repeated quantum parity measurements.",http://arxiv.org/abs/2503.13225v1,"couplers, flux, tunable, quantum, frequency",Quantum Computing & Information,3352,2000
ProDiF: Protecting Domain-Invariant Features to Secure Pre-Trained Models Against Extraction,"Tong Zhou, Shijin Duan, Gaowen Liu, Charles Fleming, Ramana Rao Kompella, Shaolei Ren, Xiaolin Xu","Pre-trained models are valuable intellectual property, capturing both domain-specific and domain-invariant features within their weight spaces. However, model extraction attacks threaten these assets by enabling unauthorized source-domain inference and facilitating cross-domain transfer via the exploitation of domain-invariant features. In this work, we introduce **ProDiF**, a novel framework that leverages targeted weight space manipulation to secure pre-trained models against extraction attacks. **ProDiF** quantifies the transferability of filters and perturbs the weights of critical filters in unsecured memory, while preserving actual critical weights in a Trusted Execution Environment (TEE) for authorized users. A bi-level optimization further ensures resilience against adaptive fine-tuning attacks. Experimental results show that **ProDiF** reduces source-domain accuracy to near-random levels and decreases cross-domain transferability by 74.65\%, providing robust protection for pre-trained models. This work offers comprehensive protection for pre-trained DNN models and highlights the potential of weight space manipulation as a novel approach to model security.",http://arxiv.org/abs/2503.13224v1,"models, features, domain, property","Quantum Cryptography & Security, Quantum Machine Learning",4561,2018
Can Language Models Follow Multiple Turns of Entangled Instructions?,Chi Han,"Despite significant achievements in improving the instruction-following capabilities of large language models (LLMs), the ability to process multiple potentially entangled or conflicting instructions remains a considerable challenge. Real-world scenarios often require consistency across multiple instructions over time, such as secret privacy, personal preferences, and prioritization, which demand sophisticated abilities to integrate multiple turns and carefully balance competing objectives when instructions intersect or conflict. This work presents a systematic investigation of LLMs' capabilities in handling multiple turns of instructions, covering three levels of difficulty: (1) retrieving information from instructions, (2) tracking and reasoning across turns, and (3) resolving conflicts among instructions. We construct MultiTurnInstruct with around 1.1K high-quality multi-turn conversations through the human-in-the-loop approach and result in nine capability categories, including statics and dynamics, reasoning, and multitasking. Our finding reveals an intriguing trade-off between different capabilities. While GPT models demonstrate superior memorization, they show reduced effectiveness in privacy-protection tasks requiring selective information withholding. Larger models exhibit stronger reasoning capabilities but still struggle with resolving conflicting instructions. Importantly, these performance gaps cannot be attributed solely to information loss, as models demonstrate strong BLEU scores on memorization tasks but their attention mechanisms fail to integrate multiple related instructions effectively. These findings highlight critical areas for improvement in complex real-world tasks involving multi-turn instructions.",http://arxiv.org/abs/2503.13222v1,"capabilities, instruction, models, achievements, language",Machine Learning & AI in Quantum,3808,2009
Simulating Raman Scattering Impairments with Depolarization Noise in Quantum-Classical Links,"Jake Smith, Roberto Proietti","We model spontaneous Raman scattering noise in polarization-encoded quantum communication channels co-propagating with classical signals using the depolarization channel. Utilizing NetSquid simulations, we validate the model against demonstrations of qubit transmission, entanglement distribution, and teleportation.",http://arxiv.org/abs/2503.13220v1,"polarization, signals, noise, channels, communication",Quantum Computing & Information,1285,2011
Dense Policy: Bidirectional Autoregressive Learning of Actions,"Yue Su, Xinyu Zhan, Hongjie Fang, Han Xue, Hao-Shu Fang, Yong-Lu Li, Cewu Lu, Lixin Yang","Mainstream visuomotor policies predominantly rely on generative models for holistic action prediction, while current autoregressive policies, predicting the next token or chunk, have shown suboptimal results. This motivates a search for more effective learning methods to unleash the potential of autoregressive policies for robotic manipulation. This paper introduces a bidirectionally expanded learning approach, termed Dense Policy, to establish a new paradigm for autoregressive policies in action prediction. It employs a lightweight encoder-only architecture to iteratively unfold the action sequence from an initial single frame into the target sequence in a coarse-to-fine manner with logarithmic-time inference. Extensive experiments validate that our dense policy has superior autoregressive learning capabilities and can surpass existing holistic generative policies. Our policy, example data, and training code will be publicly available upon publication. Project page: https: //selen-suyue.github.io/DspNet/.",http://arxiv.org/abs/2503.13217v1,"policies, models, visuomotor, mainstream, action",Quantum Machine Learning,1026,2023
A General Adaptive Dual-level Weighting Mechanism for Remote Sensing Pansharpening,"Jie Huang, Haorui Chen, Jiaxuan Ren, Siran Peng, Liangjian Deng","Currently, deep learning-based methods for remote sensing pansharpening have advanced rapidly. However, many existing methods struggle to fully leverage feature heterogeneity and redundancy, thereby limiting their effectiveness. We use the covariance matrix to model the feature heterogeneity and redundancy and propose Correlation-Aware Covariance Weighting (CACW) to adjust them. CACW captures these correlations through the covariance matrix, which is then processed by a nonlinear function to generate weights for adjustment. Building upon CACW, we introduce a general adaptive dual-level weighting mechanism (ADWM) to address these challenges from two key perspectives, enhancing a wide range of existing deep-learning methods. First, Intra-Feature Weighting (IFW) evaluates correlations among channels within each feature to reduce redundancy and enhance unique information. Second, Cross-Feature Weighting (CFW) adjusts contributions across layers based on inter-layer correlations, refining the final output. Extensive experiments demonstrate the superior performance of ADWM compared to recent state-of-the-art (SOTA) methods. Furthermore, we validate the effectiveness of our approach through generality experiments, redundancy visualization, comparison experiments, key variables and complexity analysis, and ablation studies. Our code is available at https://github.com/Jie-1203/ADWM.",http://arxiv.org/abs/2503.13214v1,"pansharpening, methods, learning, sensing",Machine Learning & AI in Quantum,347,2014
MAME: Multidimensional Adaptive Metamer Exploration with Human Perceptual Feedback,"Mina Kamao, Hayato Ono, Ayumu Yamashita, Kaoru Amano, Masataka Sawayama","Alignment between human brain networks and artificial models is actively studied in machine learning and neuroscience. A widely adopted approach to explore their functional alignment is to identify metamers for both humans and models. Metamers refer to input stimuli that are physically different but equivalent within a given system. If a model's metameric space completely matched the human metameric space, the model would achieve functional alignment with humans. However, conventional methods lack direct ways to search for human metamers. Instead, researchers first develop biologically inspired models and then infer about human metamers indirectly by testing whether model metamers also appear as metamers to humans. Here, we propose the Multidimensional Adaptive Metamer Exploration (MAME) framework, enabling direct high-dimensional exploration of human metameric space. MAME leverages online image generation guided by human perceptual feedback. Specifically, it modulates reference images across multiple dimensions by leveraging hierarchical responses from convolutional neural networks (CNNs). Generated images are presented to participants whose perceptual discriminability is assessed in a behavioral task. Based on participants' responses, subsequent image generation parameters are adaptively updated online. Using our MAME framework, we successfully measured a human metameric space of over fifty dimensions within a single experiment. Experimental results showed that human discrimination sensitivity was lower for metameric images based on low-level features compared to high-level features, which image contrast metrics could not explain. The finding suggests that the model computes low-level information not essential for human perception. Our framework has the potential to contribute to developing interpretable AI and understanding of brain function in neuroscience.",http://arxiv.org/abs/2503.13212v1,"brain, models, networks, alignment, machine",Quantum Machine Learning,888,2021
MedLoRD: A Medical Low-Resource Diffusion Model for High-Resolution 3D CT Image Synthesis,"Marvin Seyfarth, Salman Ul Hassan Dar, Isabelle Ayx, Matthias Alexander Fink, Stefan O. Schoenberg, Hans-Ulrich Kauczor, Sandy Engelhardt","Advancements in AI for medical imaging offer significant potential. However, their applications are constrained by the limited availability of data and the reluctance of medical centers to share it due to patient privacy concerns. Generative models present a promising solution by creating synthetic data as a substitute for real patient data. However, medical images are typically high-dimensional, and current state-of-the-art methods are often impractical for computational resource-constrained healthcare environments. These models rely on data sub-sampling, raising doubts about their feasibility and real-world applicability. Furthermore, many of these models are evaluated on quantitative metrics that alone can be misleading in assessing the image quality and clinical meaningfulness of the generated images. To address this, we introduce MedLoRD, a generative diffusion model designed for computational resource-constrained environments. MedLoRD is capable of generating high-dimensional medical volumes with resolutions up to 512$\times$512$\times$256, utilizing GPUs with only 24GB VRAM, which are commonly found in standard desktop workstations. MedLoRD is evaluated across multiple modalities, including Coronary Computed Tomography Angiography and Lung Computed Tomography datasets. Extensive evaluations through radiological evaluation, relative regional volume analysis, adherence to conditional masks, and downstream tasks show that MedLoRD generates high-fidelity images closely adhering to segmentation mask conditions, surpassing the capabilities of current state-of-the-art generative models for medical image synthesis in computational resource-constrained environments.",http://arxiv.org/abs/2503.13211v1,"applications, advancements, potential, ai, imaging",Machine Learning & AI in Quantum,1086,2023
Improving Complex Reasoning with Dynamic Prompt Corruption: A soft prompt Optimization Approach,"Sinan Fan, Liang Xie, Chen Shen, Ge Teng, Xiaosong Yuan, Xiaofeng Zhang, Chenxi Huang, Wenxiao Wang, Xiaofei He, Jieping Ye","Prompt-tuning (PT) for large language models (LLMs) can facilitate the performance on various conventional NLP tasks with significantly fewer trainable parameters. However, our investigation reveals that PT provides limited improvement and may even degrade the primitive performance of LLMs on complex reasoning tasks. Such a phenomenon suggests that soft prompts can positively impact certain instances while negatively affecting others, particularly during the later phases of reasoning. To address these challenges, We first identify an information accumulation within the soft prompts. Through detailed analysis, we demonstrate that this phenomenon is often accompanied by erroneous information flow patterns in the deeper layers of the model, which ultimately lead to incorrect reasoning outcomes. we propose a novel method called \textbf{D}ynamic \textbf{P}rompt \textbf{C}orruption (DPC) to take better advantage of soft prompts in complex reasoning tasks, which dynamically adjusts the influence of soft prompts based on their impact on the reasoning process. Specifically, DPC consists of two stages: Dynamic Trigger and Dynamic Corruption. First, Dynamic Trigger measures the impact of soft prompts, identifying whether beneficial or detrimental. Then, Dynamic Corruption mitigates the negative effects of soft prompts by selectively masking key tokens that interfere with the reasoning process. We validate the proposed approach through extensive experiments on various LLMs and reasoning tasks, including GSM8K, MATH, and AQuA. Experimental results demonstrate that DPC can consistently enhance the performance of PT, achieving 4\%-8\% accuracy gains compared to vanilla prompt tuning, highlighting the effectiveness of our approach and its potential to enhance complex reasoning in LLMs.",http://arxiv.org/abs/2503.13208v1,"pt, models, llms, tuning, language",Machine Learning & AI in Quantum,4897,2008
Non-asymptotic quantum communication on lossy transmission lines with memory,"Francesco Anna Mele, Giovanni Barbarino, Vittorio Giovannetti, Marco Fanizza","Non-asymptotic quantum Shannon theory analyses how to transmit quantum information across a quantum channel as efficiently as possible within a specified error tolerance, given access to a finite, fixed, number of channel uses. In a recent work, we derived computable lower bounds on the non-asymptotic capacities of memoryless bosonic Gaussian channels. In this work, we extend these results to the non-Markovian bosonic Gaussian channel introduced in F. A. Mele, G. D. Palma, M. Fanizza, V. Giovannetti, and L. Lami IEEE Transactions on Information Theory 70(12), 8844-8869 (2024), which describes non-Markovian effects in optical fibres and is a non-Markovian generalisation of the pure loss channel. This allows us to determine how many uses of a non-Markovian optical fibre are sufficient in order to transmit $k$ qubits, distil $k$ ebits, or generate $k$ secret-key bits up to a given error tolerance $\varepsilon$. To perform our analysis, we prove novel properties of singular values of Toeplitz matrices, providing an error bound on the convergence rate of the celebrated Avram-Parter's theorem, which we regard as a new tool of independent interest for the field of quantum information theory and matrix analysis.",http://arxiv.org/abs/2503.13207v1,"information, theory, channel, quantum, shannon",Quantum Computing & Information,4003,2019
Enhanced Quantum Signal Control and Sensing Under Multicolored Noise via Generalized Filter Function Framework,"Zhi-Da Zhang, Yao Song, Wen-Zheng Dong, Xiu-Hao Deng","We introduce a generalized filter-function framework that treats noise coupling strength as a tunable control parameter, enabling target noise suppression across user-defined frequency bands. By optimizing this generalized filter function, we design band-selective control pulses that achieve $0.9999$ fidelity of single- and two-qubit gates under strong noise with diverse spectral profiles. We further extend the method to selectively enhance the signal-to-noise ratio for quantum sensing of AC signals with an enhanced precision of up to $10$ dB. The resulting control pulses are experimentally feasible, offering a practical pathway toward robust quantum operations and high-precision signal processing under spectrally complex noises.",http://arxiv.org/abs/2503.13206v1,"function, noise, filter, framework, coupling",Quantum Computing & Information,4869,2016
MAP: Evaluation and Multi-Agent Enhancement of Large Language Models for Inpatient Pathways,"Zhen Chen, Zhihao Peng, Xusheng Liang, Cheng Wang, Peigan Liang, Linsheng Zeng, Minjie Ju, Yixuan Yuan","Inpatient pathways demand complex clinical decision-making based on comprehensive patient information, posing critical challenges for clinicians. Despite advancements in large language models (LLMs) in medical applications, limited research focused on artificial intelligence (AI) inpatient pathways systems, due to the lack of large-scale inpatient datasets. Moreover, existing medical benchmarks typically concentrated on medical question-answering and examinations, ignoring the multifaceted nature of clinical decision-making in inpatient settings. To address these gaps, we first developed the Inpatient Pathway Decision Support (IPDS) benchmark from the MIMIC-IV database, encompassing 51,274 cases across nine triage departments and 17 major disease categories alongside 16 standardized treatment options. Then, we proposed the Multi-Agent Inpatient Pathways (MAP) framework to accomplish inpatient pathways with three clinical agents, including a triage agent managing the patient admission, a diagnosis agent serving as the primary decision maker at the department, and a treatment agent providing treatment plans. Additionally, our MAP framework includes a chief agent overseeing the inpatient pathways to guide and promote these three clinician agents. Extensive experiments showed our MAP improved the diagnosis accuracy by 25.10% compared to the state-of-the-art LLM HuatuoGPT2-13B. It is worth noting that our MAP demonstrated significant clinical compliance, outperforming three board-certified clinicians by 10%-12%, establishing a foundation for inpatient pathways systems.",http://arxiv.org/abs/2503.13205v1,"information, making, challenges, decision, pathways",Machine Learning & AI in Quantum,389,2016
Cycle-Aware ZZ Crosstalk Mitigation on Quantum Hardware,"Jiayi Zhong, Yuxin Deng","ZZ crosstalk and decoherence hinder superconducting quantum computing. To enhance parallelism in mitigating ZZ crosstalk, we formulate the problem by integrating quantum cycles and two forms of qubit interference. We then propose CAZZO, a Cycle-Aware ZZ crosstalk Optimization algorithm, which uses a timing-based greedy strategy to schedule gates through cycles within quantum circuits. A novel data structure called Time and Distance Dependency Graph is designed to model gate data dependencies and physical distances from quantum topologies for precise scheduling. Additionally, dynamically punching barriers reduces idle time in quantum circuits, further enhancing parallelism. Simulations show a reduction of up to 37.44% in quantum program cycle (14.19% on average) on various NISQ devices with 53 to 127 qubits. Real-device experiments on IBMQ-Brisbane demonstrate significant acceleration in quantum computing while maintaining fidelity.",http://arxiv.org/abs/2503.13204v1,"crosstalk, hinder, computing, quantum, zz",Quantum Computing & Information,502,2025
Timing the Match: A Deep Reinforcement Learning Approach for Ride-Hailing and Ride-Pooling Services,"Yiman Bao, Jie Gao, Jinke He, Frans A. Oliehoek, Oded Cats","Efficient timing in ride-matching is crucial for improving the performance of ride-hailing and ride-pooling services, as it determines the number of drivers and passengers considered in each matching process. Traditional batched matching methods often use fixed time intervals to accumulate ride requests before assigning matches. While this approach increases the number of available drivers and passengers for matching, it fails to adapt to real-time supply-demand fluctuations, often leading to longer passenger wait times and driver idle periods. To address this limitation, we propose an adaptive ride-matching strategy using deep reinforcement learning (RL) to dynamically determine when to perform matches based on real-time system conditions. Unlike fixed-interval approaches, our method continuously evaluates system states and executes matching at moments that minimize total passenger wait time. Additionally, we incorporate a potential-based reward shaping (PBRS) mechanism to mitigate sparse rewards, accelerating RL training and improving decision quality. Extensive empirical evaluations using a realistic simulator trained on real-world data demonstrate that our approach outperforms fixed-interval matching strategies, significantly reducing passenger waiting times and detour delays, thereby enhancing the overall efficiency of ride-hailing and ride-pooling systems.",http://arxiv.org/abs/2503.13200v1,"timing, ride, performance, matching","Quantum Machine Learning, Machine Learning & AI in Quantum",2072,2019
Deep Learning Advancements in Anomaly Detection: A Comprehensive Survey,"Haoqi Huang, Ping Wang, Jianhua Pei, Jiacheng Wang, Shahen Alexanian, Dusit Niyato","The rapid expansion of data from diverse sources has made anomaly detection (AD) increasingly essential for identifying unexpected observations that may signal system failures, security breaches, or fraud. As datasets become more complex and high-dimensional, traditional detection methods struggle to effectively capture intricate patterns. Advances in deep learning have made AD methods more powerful and adaptable, improving their ability to handle high-dimensional and unstructured data. This survey provides a comprehensive review of over 180 recent studies, focusing on deep learning-based AD techniques. We categorize and analyze these methods into reconstruction-based and prediction-based approaches, highlighting their effectiveness in modeling complex data distributions. Additionally, we explore the integration of traditional and deep learning methods, highlighting how hybrid approaches combine the interpretability of traditional techniques with the flexibility of deep learning to enhance detection accuracy and model transparency. Finally, we identify open issues and propose future research directions to advance the field of AD. This review bridges gaps in existing literature and serves as a valuable resource for researchers and practitioners seeking to enhance AD techniques using deep learning.",http://arxiv.org/abs/2503.13195v1,"data, detection, anomaly, expansion, sources",Quantum Machine Learning,3894,2011
A representational framework for learning and encoding structurally enriched trajectories in complex agent environments,"Corina Catarau-Cotutiu, Esther Mondragon, Eduardo Alonso","The ability of artificial intelligence agents to make optimal decisions and generalise them to different domains and tasks is compromised in complex scenarios. One way to address this issue has focused on learning efficient representations of the world and on how the actions of agents affect them, such as disentangled representations that exploit symmetries. Whereas such representations are procedurally efficient, they are based on the compression of low-level state-action transitions, which lack structural richness. To address this problem, we propose to enrich the agent's ontology and extend the traditional conceptualisation of trajectories to provide a more nuanced view of task execution. Structurally Enriched Trajectories (SETs) extend the encoding of sequences of states and their transitions by incorporating hierarchical relations between objects, interactions and affordances. SETs are built as multi-level graphs, providing a detailed representation of the agent dynamics and a transferable functional abstraction of the task. SETs are integrated into an architecture, Structurally Enriched Trajectory Learning and Encoding (SETLE), that employs a heterogeneous graph-based memory structure of multi-level relational dependencies essential for generalisation. Using reinforcement learning as a data generation tool, we demonstrate that SETLE can support downstream tasks, enabling agents to recognise task-relevant structural patterns across diverse environments.",http://arxiv.org/abs/2503.13194v1,"decisions, agents, intelligence, ability, domains","Machine Learning & AI in Quantum, Quantum Machine Learning",74,2006
3DAxisPrompt: Promoting the 3D Grounding and Reasoning in GPT-4o,"Dingning Liu, Cheng Wang, Peng Gao, Renrui Zhang, Xinzhu Ma, Yuan Meng, Zhihui Wang","Multimodal Large Language Models (MLLMs) exhibit impressive capabilities across a variety of tasks, especially when equipped with carefully designed visual prompts. However, existing studies primarily focus on logical reasoning and visual understanding, while the capability of MLLMs to operate effectively in 3D vision remains an ongoing area of exploration. In this paper, we introduce a novel visual prompting method, called 3DAxisPrompt, to elicit the 3D understanding capabilities of MLLMs in real-world scenes. More specifically, our method leverages the 3D coordinate axis and masks generated from the Segment Anything Model (SAM) to provide explicit geometric priors to MLLMs and then extend their impressive 2D grounding and reasoning ability to real-world 3D scenarios. Besides, we first provide a thorough investigation of the potential visual prompting formats and conclude our findings to reveal the potential and limits of 3D understanding capabilities in GPT-4o, as a representative of MLLMs. Finally, we build evaluation environments with four datasets, i.e., ScanRefer, ScanNet, FMB, and nuScene datasets, covering various 3D tasks. Based on this, we conduct extensive quantitative and qualitative experiments, which demonstrate the effectiveness of the proposed method. Overall, our study reveals that MLLMs, with the help of 3DAxisPrompt, can effectively perceive an object's 3D position in real-world scenarios. Nevertheless, a single prompt engineering approach does not consistently achieve the best outcomes for all 3D tasks. This study highlights the feasibility of leveraging MLLMs for 3D vision grounding/reasoning with prompt engineering techniques.",http://arxiv.org/abs/2503.13185v1,"capabilities, mllms, models, variety, language",Machine Learning & AI in Quantum,2578,2001
GC-Fed: Gradient Centralized Federated Learning with Partial Client Participation,"Jungwon Seo, Ferhat Ozgur Catak, Chunming Rong, Kibeom Hong, Minhoe Kim","Multi-source information fusion (MSIF) leverages diverse data streams to enhance decision-making, situational awareness, and system resilience. Federated Learning (FL) enables MSIF while preserving privacy but suffers from client drift under high data heterogeneity, leading to performance degradation. Traditional mitigation strategies rely on reference-based gradient adjustments, which can be unstable in partial participation settings. To address this, we propose Gradient Centralized Federated Learning (GC-Fed), a reference-free gradient correction method inspired by Gradient Centralization (GC). We introduce Local GC and Global GC, applying GC during local training and global aggregation, respectively. Our hybrid GC-Fed approach selectively applies GC at the feature extraction layer locally and at the classifier layer globally, improving training stability and model performance. Theoretical analysis and empirical results demonstrate that GC-Fed mitigates client drift and achieves state-of-the-art accuracy gains of up to 20% in heterogeneous settings.",http://arxiv.org/abs/2503.13180v1,"data, information, msif, fusion, leverages","Quantum Machine Learning, Machine Learning & AI in Quantum",2037,2002
Rapfi: Distilling Efficient Neural Network for the Game of Gomoku,"Zhanggen Jin, Haobin Duan, Zhiyang Hang","Games have played a pivotal role in advancing artificial intelligence, with AI agents using sophisticated techniques to compete. Despite the success of neural network based game AIs, their performance often requires significant computational resources. In this paper, we present Rapfi, an efficient Gomoku agent that outperforms CNN-based agents in limited computation environments. Rapfi leverages a compact neural network with a pattern-based codebook distilled from CNNs, and an incremental update scheme that minimizes computation when input changes are minor. This new network uses computation that is orders of magnitude less to reach a similar accuracy of much larger neural networks such as Resnet. Thanks to our incremental update scheme, depth-first search methods such as the alpha-beta search can be significantly accelerated. With a carefully tuned evaluation and search, Rapfi reached strength surpassing Katagomo, the strongest open-source Gomoku AI based on AlphaZero's algorithm, under limited computational resources where accelerators like GPUs are absent. Rapfi ranked first among 520 Gomoku agents on Botzone and won the championship in GomoCup 2024.",http://arxiv.org/abs/2503.13178v1,"agents, ai, intelligence, games, role","Machine Learning & AI in Quantum, Quantum Machine Learning",2705,2016
PAUSE: Low-Latency and Privacy-Aware Active User Selection for Federated Learning,"Ori Peleg, Natalie Lang, Stefano Rini, Nir Shlezinger, Kobi Cohen","Federated learning (FL) enables multiple edge devices to collaboratively train a machine learning model without the need to share potentially private data. Federated learning proceeds through iterative exchanges of model updates, which pose two key challenges: First, the accumulation of privacy leakage over time, and second, communication latency. These two limitations are typically addressed separately: The former via perturbed updates to enhance privacy and the latter using user selection to mitigate latency - both at the expense of accuracy. In this work, we propose a method that jointly addresses the accumulation of privacy leakage and communication latency via active user selection, aiming to improve the trade-off among privacy, latency, and model performance. To achieve this, we construct a reward function that accounts for these three objectives. Building on this reward, we propose a multi-armed bandit (MAB)-based algorithm, termed Privacy-aware Active User SElection (PAUSE) which dynamically selects a subset of users each round while ensuring bounded overall privacy leakage. We establish a theoretical analysis, systematically showing that the reward growth rate of PAUSE follows that of the best-known rate in MAB literature. To address the complexity overhead of active user selection, we propose a simulated annealing-based relaxation of PAUSE and analyze its ability to approximate the reward-maximizing policy under reduced complexity. We numerically validate the privacy leakage, associated improved latency, and accuracy gains of our methods for the federated training in various scenarios.",http://arxiv.org/abs/2503.13173v1,"devices, edge, learning, federated, fl",Quantum Machine Learning,1505,2004
HybridGen: VLM-Guided Hybrid Planning for Scalable Data Generation of Imitation Learning,"Wensheng Wang, Ning Tan","The acquisition of large-scale and diverse demonstration data are essential for improving robotic imitation learning generalization. However, generating such data for complex manipulations is challenging in real-world settings. We introduce HybridGen, an automated framework that integrates Vision-Language Model (VLM) and hybrid planning. HybridGen uses a two-stage pipeline: first, VLM to parse expert demonstrations, decomposing tasks into expert-dependent (object-centric pose transformations for precise control) and plannable segments (synthesizing diverse trajectories via path planning); second, pose transformations substantially expand the first-stage data. Crucially, HybridGen generates a large volume of training data without requiring specific data formats, making it broadly applicable to a wide range of imitation learning algorithms, a characteristic which we also demonstrate empirically across multiple algorithms. Evaluations across seven tasks and their variants demonstrate that agents trained with HybridGen achieve substantial performance and generalization gains, averaging a 5% improvement over state-of-the-art methods. Notably, in the most challenging task variants, HybridGen achieves significant improvement, reaching a 59.7% average success rate, significantly outperforming Mimicgen's 49.5%. These results demonstrating its effectiveness and practicality.",http://arxiv.org/abs/2503.13171v1,"data, scale, demonstration, imitation, acquisition",Machine Learning & AI in Quantum,401,2016
Efficient Imitation Under Misspecification,"Nicolas Espinosa-Dice, Sanjiban Choudhury, Wen Sun, Gokul Swamy","Interactive imitation learning (IL) is a powerful paradigm for learning to make sequences of decisions from an expert demonstrating how to perform a task. Prior work in efficient imitation learning has focused on the realizable setting, where the expert's policy lies within the learner's policy class (i.e. the learner can perfectly imitate the expert in all states). However, in practice, perfect imitation of the expert is often impossible due to differences in state information and action space expressiveness (e.g. morphological differences between robots and humans.) In this paper, we consider the more general misspecified setting, where no assumptions are made about the expert policy's realizability. We introduce a novel structural condition, reward-agnostic policy completeness, and prove that it is sufficient for interactive IL algorithms to efficiently avoid the quadratically compounding errors that stymie offline approaches like behavioral cloning. We address an additional practical constraint-the case of limited expert data-and propose a principled method for using additional offline data to further improve the sample-efficiency of interactive IL algorithms. Finally, we empirically investigate the optimal reset distribution in efficient IL under misspecification with a suite of continuous control tasks.",http://arxiv.org/abs/2503.13162v1,"imitation, il, paradigm, learning, sequences","Quantum Machine Learning, Machine Learning & AI in Quantum",4524,2023
Photon information efficiency limits in deep-space optical communications,"M. Jarzyna, L. Kunz, W. Zwolinski, M. Jachura, K. Banaszek","Deep-space optical communication links operate under severely limited signal power, approaching the photon-starved regime which requires a receiver capable of measuring individual incoming photons. This makes the photon information efficiency (PIE), i.e. the number of bits that can be retrieved from a single received photon, a relevant figure of merit to characterize data rates achievable in deep-space scenarios. Here we review theoretical PIE limits assuming a scalable modulation format, such as pulse position modulation (PPM), combined with a photon counting direct detection receiver. For unrestricted signal bandwidth, the attainable PIE is effectively limited by the background noise acquired by the propagating optical signal. The actual PIE limit depends on the effectiveness of the noise rejection mechanism implemented at the receiver, which can be improved by the nonlinear optical technique of quantum pulse gating. Further enhancement is possible by resorting to photon number resolved detection, which improves discrimination of PPM pulses against weak background noise. The results are compared with the ultimate quantum mechanical PIE limit implied by the Gordon-Holevo capacity bound, which takes into account general modulation formats as well as any physically permitted measurement techniques.",http://arxiv.org/abs/2503.13161v1,"signal, links, space, communication, power",Quantum Computing & Information,4484,2016
Laplace-Net: Learning Dynamical Systems with External Forcing,"Bernd Zimmering, Cec?lia Coelho, Vaibhav Gupta, Maria Maleshkova, Oliver Niggemann","Modelling forced dynamical systems - where an external input drives the system state - is critical across diverse domains such as engineering, finance, and the natural sciences. In this work, we propose Laplace-Net, a decoupled, solver-free neural framework for learning forced and delay-aware systems. It leverages a Laplace transform-based approach to decompose internal dynamics, external inputs, and initial values into established theoretical concepts, enhancing interpretability. Laplace-Net promotes transferability since the system can be rapidly re-trained or fine-tuned for new forcing signals, providing flexibility in applications ranging from controller adaptation to long-horizon forecasting. Experimental results on eight benchmark datasets - including linear, non-linear, and delayed systems - demonstrate the method's improved accuracy and robustness compared to state-of-the-art approaches, particularly in handling complex and previously unseen inputs.",http://arxiv.org/abs/2503.13158v1,"systems, modelling, state, system, input",Quantum Machine Learning,3571,2016
Are LLMs (Really) Ideological? An IRT-based Analysis and Alignment Tool for Perceived Socio-Economic Bias in LLMs,"Jasmin Wachter, Michael Radloff, Maja Smolej, Katharina Kinder-Kurlanda","We introduce an Item Response Theory (IRT)-based framework to detect and quantify socioeconomic bias in large language models (LLMs) without relying on subjective human judgments. Unlike traditional methods, IRT accounts for item difficulty, improving ideological bias estimation. We fine-tune two LLM families (Meta-LLaMa 3.2-1B-Instruct and Chat- GPT 3.5) to represent distinct ideological positions and introduce a two-stage approach: (1) modeling response avoidance and (2) estimating perceived bias in answered responses. Our results show that off-the-shelf LLMs often avoid ideological engagement rather than exhibit bias, challenging prior claims of partisanship. This empirically validated framework enhances AI alignment research and promotes fairer AI governance.",http://arxiv.org/abs/2503.13149v1,"response, bias, theory, framework, item",Machine Learning & AI in Quantum,2288,2001
